;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
158;CHEMBL3940546;nM;2.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1nnco1;8.67778070526608;479.12052403200005;6;0;4.857180000000004;yes
159;CHEMBL3909102;nM;2.2;CC(=O)N[C@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.657577319177793;565.193688972;5;1;4.157780000000003;yes
160;CHEMBL3918079;nM;2.2;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC(O)CC1;8.657577319177793;570.209004688;6;1;4.624180000000005;yes
162;CHEMBL3933291;nM;2.2;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCCC2)cc1;8.657577319177793;508.172225256;4;0;4.799780000000005;yes
163;CHEMBL3902611;nM;2.2;Cc1nnc(-c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)o1;8.657577319177793;493.136174096;6;0;5.165600000000003;yes
164;CHEMBL4107670;nM;2.2;CCS(=O)(=O)c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2;8.657577319177793;471.106433528;5;1;4.177380000000003;yes
166;CHEMBL3935112;nM;2.2;CNCc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.657577319177793;454.161660572;4;1;4.526580000000004;yes
167;CHEMBL3924962;nM;2.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC1;8.657577319177793;494.15657519200005;4;0;4.653080000000005;yes
168;CHEMBL3925766;nM;2.2;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C(N)=O)cc1;8.657577319177793;440.109625;4;1;4.2560800000000025;yes
169;CHEMBL3968285;nM;2.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccn(C)n1;8.657577319177793;548.178373256;6;1;4.470680000000004;yes
170;CHEMBL3982463;nM;2.25;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCOCC1;8.647817481888637;526.18278994;5;0;4.525580000000005;yes
171;CHEMBL3893084;nM;2.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCn2cnnc2C1;8.638272163982407;561.1736222240002;7;0;4.054680000000004;yes
173;CHEMBL3895849;nM;2.3;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1C1CCOC1;8.638272163982407;558.1548609400002;7;1;4.671700000000004;yes
174;CHEMBL3895314;nM;2.3;CC(=O)N(C)[C@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.638272163982407;579.209339036;5;0;4.499980000000004;yes
175;CHEMBL3973902;nM;2.3;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1-c1cnn(C)c1;8.638272163982407;479.1569095400001;5;1;5.111480000000005;yes
176;CHEMBL3936912;nM;2.4;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1ccnn1C;8.619788758288394;568.150444256;8;1;4.433000000000003;yes
177;CHEMBL4109843;nM;2.4;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@@H]1CN2;8.619788758288394;567.209339036;6;1;4.213580000000004;yes
178;CHEMBL3978145;nM;2.4;Cn1cc(-c2cc(C#N)ccc2C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)ccc1=O;8.619788758288394;504.140925128;5;1;4.830680000000004;yes
180;CHEMBL3892116;nM;2.4;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(-c2cnco2)c1;8.619788758288394;464.109625;5;1;5.1199800000000035;yes
181;CHEMBL3342777;nM;2.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.619788758288394;411.119461412;3;0;4.807180000000004;yes
182;CHEMBL3979300;nM;2.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1nccn1C;8.619788758288394;548.178373256;6;1;4.470680000000004;yes
184;CHEMBL4106821;nM;2.4;CN1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1;8.619788758288394;393.12888322400005;3;0;4.725980000000004;yes
185;CHEMBL3959572;nM;2.4;CC(C)NC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.619788758288394;483.15182416;5;1;4.690380000000004;yes
188;CHEMBL4112320;nM;2.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1;8.619788758288394;411.119461412;3;0;4.807180000000004;yes
190;CHEMBL4114050;nM;2.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1C(N)=O;8.619788758288394;454.12527506400005;4;1;3.9060800000000038;yes
191;CHEMBL3939960;nM;2.5;CCn1cc(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C;8.602059991327963;498.153718068;6;1;4.649000000000004;yes
194;CHEMBL3955896;nM;2.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1nnnn1C;8.602059991327963;550.1688711920001;8;1;3.2606800000000016;yes
195;CHEMBL3969040;nM;2.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CC(O)C1;8.602059991327963;510.151489812;5;1;3.6238800000000033;yes
197;CHEMBL4112385;nM;2.6;CS(=O)(=O)c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.585026652029184;475.081361652;5;1;3.8684800000000026;yes
199;CHEMBL3940028;nM;2.6;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccoc1;8.585026652029184;479.14567616;4;0;6.313180000000006;yes
200;CHEMBL3931400;nM;2.6;CS(=O)(=O)CCOC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.585026652029184;547.10249102;7;0;4.3585800000000035;yes
201;CHEMBL3982911;nM;2.6;CCCOC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.585026652029184;483.14059078;5;0;5.723980000000005;yes
202;CHEMBL4114290;nM;2.6;CC(=O)N(C)[C@@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.585026652029184;579.209339036;5;0;4.499980000000004;yes
204;CHEMBL3898512;nM;2.7;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)c[n+]2[O-])cn1C(C)C;8.568636235841014;547.1501099080001;7;1;3.9246000000000034;yes
205;CHEMBL3895527;nM;2.7;CCS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.568636235841014;489.097011716;5;0;4.527080000000004;yes
206;CHEMBL3920287;nM;2.7;CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC(F)F;8.568636235841014;539.093818156;5;0;4.845980000000004;yes
207;CHEMBL3952994;nM;2.7;CC1(O)CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)C1;8.568636235841014;538.18278994;5;1;4.160680000000003;yes
210;CHEMBL3917331;nM;2.8;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCCC2C1;8.55284196865778;595.2406391640001;6;0;4.947480000000005;yes
211;CHEMBL3975223;nM;2.8;Cc1noc(-c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)n1;8.55284196865778;493.13617409600005;6;0;5.165600000000004;yes
212;CHEMBL4107254;nM;2.8;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC[C@@H](N(C)C)C1;8.55284196865778;583.2406391640001;6;0;4.803380000000005;yes
213;CHEMBL3963475;nM;2.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCc3[nH]c(=O)ccc3C2)cc1;8.537602002101043;587.178038908;5;1;4.450580000000003;yes
214;CHEMBL3897990;nM;2.9;CN(CCO)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.537602002101043;512.167139876;5;1;3.8714800000000027;yes
215;CHEMBL4114938;nM;2.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C(=O)N[C@@H]2CCC[C@@H]2O)cc1;8.537602002101043;524.167139876;5;2;4.800380000000005;yes
216;CHEMBL4115034;nM;2.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1C(=O)N1CCOCC1;8.537602002101043;524.167139876;5;0;4.279580000000005;yes
217;CHEMBL3977042;nM;2.9;CC(=O)N1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1;8.537602002101043;565.193688972;5;0;3.8680800000000026;yes
218;CHEMBL3906091;nM;2.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cccnn1;8.537602002101043;546.162723192;6;1;4.527180000000005;yes
219;CHEMBL3978786;nM;2.9;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(C2CC2)CC1;8.537602002101043;595.2406391640001;6;0;4.947480000000005;yes
220;CHEMBL4113125;nM;2.9;CS(=O)(=O)c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2;8.537602002101043;457.090783464;5;1;3.7872800000000018;yes
222;CHEMBL3986204;nM;2.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C(=O)N1CCOCC1;8.537602002101043;538.18278994;5;0;4.669680000000005;yes
223;CHEMBL3984659;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC1;8.522878745280337;526.18278994;5;0;4.873180000000005;yes
224;CHEMBL3642657;nM;3.0;CN1CC2=C(C(=O)N1)C(c1ccc(C#N)cc1S(C)(=O)=O)NC(=O)N2c1cccc(C(F)(F)F)c1;8.522878745280337;505.10315971599994;6;2;2.4821800000000005;yes
225;CHEMBL4107405;nM;3.0;CS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1;8.522878745280337;475.081361652;5;0;4.136980000000004;yes
226;CHEMBL3965461;nM;3.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(c2)CCS3(=O)=O)cn1C(C)C;8.522878745280337;500.158134752;5;1;4.602020000000003;yes
227;CHEMBL3940323;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCCO;8.522878745280337;530.17770456;6;2;3.7493800000000026;yes
228;CHEMBL3896678;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCC#N;8.522878745280337;525.1623888440001;6;1;4.280660000000004;yes
229;CHEMBL3964905;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(CC)CC1;8.522878745280337;583.2406391640001;6;0;4.804980000000005;yes
230;CHEMBL3979620;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(N)=O;8.522878745280337;486.1514898120001;5;1;4.126180000000003;yes
231;CHEMBL3914071;nM;3.0;CCNC(=O)c1cc(C#N)ccc1C1C(C(=O)OCC)=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.522878745280337;514.18278994;5;1;4.7769800000000044;yes
232;CHEMBL3930979;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC;8.522878745280337;500.1671398760001;5;1;4.386880000000004;yes
235;CHEMBL3956044;nM;3.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CC1;8.522878745280337;526.18278994;5;1;4.9194800000000045;yes
236;CHEMBL3935672;nM;3.0;C#CCNC(=O)c1cc(C#N)ccc1C1C(C(=O)OCC)=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.522878745280337;524.1671398760001;5;1;4.390280000000004;yes
237;CHEMBL3985135;nM;3.0;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCSCC2)cc1;8.522878745280337;540.144296256;5;0;4.752780000000004;yes
240;CHEMBL2368634;nM;3.0;CCC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)CCN3CCCCC3)[C@@H]21.Cl;8.522878745280337;421.180205184;5;0;1.4717999999999998;yes
241;CHEMBL3951062;nM;3.0;CCn1cc(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;8.522878745280337;516.144296256;6;1;4.7302000000000035;yes
243;CHEMBL3922247;nM;3.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC(N2CCOCC2)C1;8.522878745280337;593.2249891000001;6;0;4.353880000000005;yes
244;CHEMBL3904611;nM;3.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1cccnc1;8.508638306165727;488.1460105080001;4;0;5.869180000000005;yes
245;CHEMBL4110826;nM;3.1;CN1CCN(C(=O)c2cc(C#N)ccc2[C@@H]2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.508638306165727;537.198774352;5;0;4.194780000000003;yes
246;CHEMBL3948817;nM;3.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCN;8.508638306165727;497.16747422400005;5;2;3.495680000000002;yes
247;CHEMBL3961491;nM;3.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC#N;8.508638306165727;493.13617409600005;5;1;4.060560000000004;yes
250;CHEMBL3926343;nM;3.2;COC(=O)CCCS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.494850021680094;561.1181410840001;7;0;4.460380000000004;yes
251;CHEMBL3891876;nM;3.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1-c1ccoc1;8.494850021680094;491.14567616;4;0;6.457280000000005;yes
254;CHEMBL3947941;nM;3.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1CNC(C)(C)C;8.481486060122112;496.20861076400007;4;1;5.695280000000006;yes
255;CHEMBL3975639;nM;3.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccco1;8.481486060122112;477.130026096;4;0;6.067180000000005;yes
256;CHEMBL3913671;nM;3.3;COCCCN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.481486060122112;540.198440004;5;0;4.915680000000005;yes
257;CHEMBL3937704;nM;3.3;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1cncnc1;8.481486060122112;566.1347941920002;8;1;4.489500000000003;yes
258;CHEMBL3907288;nM;3.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CC[C@H](N)C1;8.481486060122112;523.183124288;5;1;3.980380000000004;yes
259;CHEMBL3959423;nM;3.3;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCNC(=O)C2)cc1;8.481486060122112;537.162388844;5;1;3.1357800000000013;yes
260;CHEMBL3947661;nM;3.3;CCNC(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.481486060122112;469.136174096;5;1;4.301880000000003;yes
261;CHEMBL3938536;nM;3.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccoc1;8.481486060122112;477.130026096;4;0;6.067180000000005;yes
262;CHEMBL3901406;nM;3.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cocn1;8.468521082957745;535.14673878;6;1;4.725180000000005;yes
266;CHEMBL3977805;nM;3.4;COC1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1;8.468521082957745;552.198440004;5;0;4.814780000000004;yes
267;CHEMBL3954303;nM;3.4;COC1CCN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)C1;8.468521082957745;538.18278994;5;0;4.424680000000004;yes
268;CHEMBL3617974;nM;3.4;CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC#N;8.468521082957745;514.092260684;6;0;4.104460000000004;yes
269;CHEMBL3900909;nM;3.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC(C)(C)C#N;8.468521082957745;521.1674742240001;5;1;4.839160000000005;yes
270;CHEMBL3907593;nM;3.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C(=O)N1CCNCC1;8.455931955649724;537.1987743520001;5;1;4.2426800000000044;yes
272;CHEMBL3923264;nM;3.5;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CC3CC3C2)cc1;8.455931955649724;520.1722252559999;4;0;4.655680000000004;yes
273;CHEMBL3617969;nM;3.5;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(CC(=O)O)[C@@H]1c1ccc(C#N)cc1;8.455931955649724;457.12494071599997;4;1;4.507980000000003;yes
275;CHEMBL152817;nM;3.5;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(SCC(C)(C)C(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;8.455931955649724;680.2879853679999;9;3;4.565000000000003;yes
276;CHEMBL3910290;nM;3.6;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCC(F)C2)cc1;8.443697499232712;526.162803444;4;0;4.747780000000004;yes
278;CHEMBL3984844;nM;3.7;C#CCNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.431798275933005;492.14092512800005;4;1;4.170180000000003;yes
279;CHEMBL3342778;nM;3.7;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCC2)cc1;8.431798275933005;494.156575192;4;0;4.409680000000003;yes
280;CHEMBL3955022;nM;3.7;Cc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O;8.431798275933005;489.09701171599994;5;0;4.445400000000003;yes
283;CHEMBL3951601;nM;3.8;CN[C@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.42021640338319;537.198774352;5;1;4.241080000000004;yes
284;CHEMBL3974823;nM;3.8;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCOCC2)cc1;8.42021640338319;524.167139876;5;0;4.0361800000000025;yes
285;CHEMBL3962218;nM;3.8;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccncn1;8.42021640338319;489.1412594760001;5;0;5.264180000000005;yes
286;CHEMBL3916368;nM;3.8;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ncco1;8.42021640338319;535.1467387800001;6;1;4.725180000000004;yes
288;CHEMBL3894795;nM;3.8;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCOCC2C1;8.42021640338319;611.2355537840001;7;0;4.183880000000004;yes
290;CHEMBL3959177;nM;3.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CCC(O)C2)cc1;8.4089353929735;524.167139876;5;1;3.7705800000000025;yes
292;CHEMBL3961790;nM;3.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N2CC[S+]([O-])CC2)cc1;8.4089353929735;556.1392108759999;5;0;3.7682800000000025;yes
294;CHEMBL3957274;nM;3.93;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)O;8.405607449624574;457.12494071599997;4;1;4.751380000000005;yes
296;CHEMBL3970037;nM;4.0;CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cn1;8.397940008672037;455.120524032;5;1;3.911780000000003;yes
297;CHEMBL3642662;nM;4.0;CN1CC2=C(C(=O)N1)[C@@H](c1ccc(C#N)cc1)N(CC(=O)N(C)C)C(=O)N2c1cccc(C(F)(F)F)c1;8.397940008672037;512.178373256;5;1;2.8792800000000014;yes
298;CHEMBL3956637;nM;4.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(c2)CCS3(=O)=O)cn1C(C)C;8.397940008672037;518.14871294;5;1;4.683220000000004;yes
299;CHEMBL3954241;nM;4.0;CCS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2ccnc(C(F)(F)F)c2)C(=O)N1C;8.397940008672037;504.10791074800005;6;0;3.9957800000000034;yes
300;CHEMBL3907698;nM;4.0;COC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.397940008672037;455.109290652;5;0;4.943780000000004;yes
302;CHEMBL3962810;nM;4.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1Cc2cnn(C)c2C1;8.387216143280265;560.178373256;6;0;4.696680000000005;yes
303;CHEMBL3967157;nM;4.1;CCN1CCN(C(=O)c2cc(C#N)ccc2C2C(C(C)=O)=C(C)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1;8.387216143280265;553.2300744800001;5;0;4.830880000000005;yes
305;CHEMBL3945540;nM;4.2;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.3767507096021;490.09226068399994;6;0;3.605680000000003;yes
306;CHEMBL3889979;nM;4.2;CCOC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.3767507096021;469.124940716;5;0;5.333880000000004;yes
307;CHEMBL3893672;nM;4.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cncn1C;8.3767507096021;548.178373256;6;1;4.470680000000004;yes
309;CHEMBL3947175;nM;4.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCS(=O)(=O)C1;8.366531544420411;572.134125496;6;1;3.7240800000000034;yes
310;CHEMBL3980996;nM;4.5;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCNC(C)C1;8.346787486224656;539.214424416;5;1;4.487080000000005;yes
311;CHEMBL3923288;nM;4.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCN1CCOCC1;8.346787486224656;567.2093390360001;6;1;3.8691800000000036;yes
313;CHEMBL3941882;nM;4.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCS(C)(=O)=O;8.337242168318426;560.134125496;6;1;3.5815800000000033;yes
315;CHEMBL3937829;nM;4.6;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1-c1ccoc1;8.337242168318426;465.130026096;4;1;5.970980000000005;yes
