;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
753;CHEMBL127027;nM;69.0;C=CC[C@H]1C(=O)O[C@H]2CCN(C(=O)OCC)C21;7.161150909262744;239.115758024;4;0;1.3349;yes
754;CHEMBL3926273;nM;69.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(N3CCNC3=O)cc2)cn1C(C)C;7.161150909262744;494.2129471960001;4;2;4.801820000000004;yes
755;CHEMBL83565;nM;70.0;CO[C@H]1C(=O)N2C(C(=O)OCc3ccccc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12;7.154901959985742;409.0831375679999;8;0;0.15870000000000006;yes
757;CHEMBL556294;nM;71.0;CCCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12;7.1487416512809245;477.27398998;8;0;3.4273000000000016;yes
758;CHEMBL3963301;nM;71.6;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCOCC1;7.145086977692144;525.162388844;6;0;3.6745800000000033;yes
759;CHEMBL3918380;nM;72.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccc(=O)[nH]2)cn1C(C)C;7.142667503568732;427.1707480360001;4;2;3.9605200000000025;yes
760;CHEMBL9969;nM;72.0;CCCCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)C)co1;7.142667503568732;478.3294391919999;6;0;7.5059000000000085;yes
761;CHEMBL3975630;nM;72.0;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.142667503568732;507.143961908;6;1;4.151920000000003;yes
762;CHEMBL152415;nM;72.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)/C=C/C(=O)O)C(C)C)C(=O)c1nc2ccccc2o1;7.142667503568732;512.227099364;7;3;1.9239000000000002;yes
763;CHEMBL3919685;nM;73.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C;7.136677139879544;507.14396190800005;6;1;4.151920000000003;yes
764;CHEMBL158735;nM;73.0;CC(C)C(NC(=O)CNC(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;7.136677139879544;646.1475826400001;7;4;2.6015000000000015;yes
765;CHEMBL160365;nM;73.0;CC(C)C(NC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)C(F)(F)F;7.136677139879544;561.245055848;5;2;4.163100000000003;yes
766;CHEMBL3905822;nM;73.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1CC1CCOC1;7.136677139879544;549.1545265920001;7;1;3.6075200000000027;yes
767;CHEMBL560589;nM;74.0;Cc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12;7.130768280269023;419.232125168;7;0;2.7746200000000005;yes
768;CHEMBL166483;nM;74.0;CO[C@H]1C(=O)N2C(C(=O)OC(C)(C)C)=C(C)C(=C(SC)SC)S(=O)(=O)C12;7.130768280269023;421.06875045600003;8;0;2.1088999999999993;yes
769;CHEMBL3923661;nM;77.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC1CCOC1;7.113509274827518;548.159277624;6;1;4.212520000000003;yes
770;CHEMBL3929260;nM;77.0;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C;7.113509274827518;508.13921087600005;7;1;3.5469200000000027;yes
772;CHEMBL560588;nM;79.0;Cc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12;7.102372908709557;365.13755608799994;6;1;2.85942;yes
773;CHEMBL2409433;nM;80.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Br)cc12;7.096910013008057;386.0266044400001;5;0;3.972420000000003;yes
774;CHEMBL4283022;nM;80.0;Cc1cccc(C(=O)n2cc(-c3nc(C)no3)c3cccnc32)c1;7.096910013008057;318.111675688;6;0;3.3916400000000015;yes
775;CHEMBL2409439;nM;80.0;CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(OC)cc12;7.096910013008057;324.111006992;6;0;2.9101000000000017;yes
776;CHEMBL3697035;nM;80.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2/C=N/O)cc1;7.096910013008057;376.10929274;6;2;3.2470000000000017;yes
777;CHEMBL3093806;nM;80.0;CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O;7.096910013008057;478.1198574239999;8;1;4.9207000000000045;yes
778;CHEMBL2409429;nM;80.0;COC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Br)cc12;7.096910013008057;372.01095437600003;5;0;3.582320000000003;yes
779;CHEMBL2409428;nM;80.0;COC(=O)c1nn(C(=O)c2ccccc2)c2ccc(Br)cc12;7.096910013008057;357.99530431200003;5;0;3.273900000000002;yes
780;CHEMBL518500;nM;81.0;O=C1c2ccccc2S(=O)(=O)N1c1c(F)c(F)nc(F)c1F;7.091514981121351;331.987875868;4;0;1.9870999999999999;yes
781;CHEMBL9923;nM;83.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1;7.080921907623925;418.145009552;6;0;4.422400000000004;yes
782;CHEMBL346534;nM;84.0;COc1ccc(CCN(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C(=O)[C@@H](NC(=O)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)cc2)C(C)C)cc1OC;7.075720713938117;810.2313122640002;9;3;4.573800000000003;yes
783;CHEMBL10556;nM;84.0;CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(OC(=O)C(C)(C)C)c1;7.075720713938117;382.178023932;5;0;4.820600000000004;yes
785;CHEMBL262218;nM;84.0;CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(=O)C(F)(F)F;7.075720713938117;762.2101828960001;7;3;4.481300000000004;yes
786;CHEMBL3659902;nM;85.0;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)c2nc(C(C)C)nn2C1c1ccc(C#N)cc1;7.070581074285707;448.1623292680001;5;0;6.183870000000004;yes
787;CHEMBL550113;nM;85.0;COc1ncccc1-c1nc2cccc(C)c2c(=O)o1;7.070581074285707;268.084792244;5;0;2.5670200000000003;yes
788;CHEMBL4281453;nM;87.0;N#Cc1cn(C(=O)C2CC2)c2ncccc12;7.0604807473813835;211.074561908;4;0;1.9581799999999998;yes
789;CHEMBL549643;nM;87.0;Cc1ncccc1-c1nc2cccc(C)c2c(=O)o1;7.0604807473813835;252.089877624;4;0;2.8668400000000016;yes
790;CHEMBL127085;nM;88.0;C=CC[C@H]1C(=O)N(S(=O)(=O)c2cccc3ccccc23)[C@H]2CCN(C(=O)OCc3ccccc3)C21;7.055517327849832;490.15624293199994;5;0;4.342700000000004;yes
791;CHEMBL1808513;nM;89.0;COC(=O)c1nn(C(=O)c2ccccc2)c2ccccc12;7.0506099933550885;280.084792244;5;0;2.511400000000001;yes
792;CHEMBL3936515;nM;89.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cccc(S(C)(=O)=O)c2)cn1C(C)C;7.0506099933550885;506.14871294000005;5;1;4.756920000000004;yes
794;CHEMBL3985501;nM;90.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cccnn2)cn1C(C)C;7.045757490560675;430.16166057200013;5;1;4.1434200000000025;yes
795;CHEMBL3960189;nM;91.0;Cc1c(-c2cncc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.040958607678906;507.143961908;6;1;4.151920000000003;yes
796;CHEMBL348342;nM;92.0;CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CCCC1)C(=O)C(F)(F)F;7.036212172654443;714.2101828960001;7;3;4.2565000000000035;yes
797;CHEMBL65148;nM;92.0;Cc1cccc2nc(N[C@H](C)c3ccccc3)oc(=O)c12;7.036212172654443;280.121177752;4;1;3.6695200000000012;yes
798;CHEMBL561267;nM;93.0;Cc1cccc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12;7.031517051446066;336.15862587999993;6;0;2.31022;yes
799;CHEMBL2367672;nM;94.0;C=CC[C@H]1C(=O)N(C=O)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;7.0268721464003026;328.14230712;4;0;1.957;yes
800;CHEMBL3928489;nM;97.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccncc2)cn1C(C)C;7.013228265733755;429.1664116040001;4;1;4.748420000000004;yes
801;CHEMBL3985196;nM;98.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccnn2)cn1C(C)C;7.008773924307505;412.1710823840001;5;1;4.062220000000002;yes
802;CHEMBL3922292;nM;98.4;CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.007004901568657;475.081361652;5;1;3.8684800000000026;yes
803;CHEMBL47394;nM;100.0;O=C1N(Cc2ccccc2)C(=O)N1Cc1ccccc1;7.0;266.105527688;2;0;3.2444000000000024;yes
804;CHEMBL315690;nM;100.0;COC(=O)CCCOC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12;7.0;419.08861687199993;10;0;-1.0882999999999976;yes
805;CHEMBL306508;nM;100.0;CC1(C)[C@H](C(=O)OCC(F)(F)F)N2C(=O)[C@H](NC(=O)C(F)(F)F)[C@H]2S1(=O)=O;7.0;426.0320264239999;6;1;-0.11709999999999993;yes
808;CHEMBL315377;nM;100.0;COc1ccc(COC(=O)C2=C(COC(C)=O)CS(=O)(=O)[C@@H]3[C@@H](OC)C(=O)N23)cc1;7.0;439.09370225199996;9;0;0.16730000000000045;yes
809;CHEMBL24983;nM;100.0;O=c1oc(Cl)c(Cl)c2ccccc12;7.0;213.958834728;2;0;3.099800000000001;yes
810;CHEMBL314155;nM;100.0;CO[C@H]1C(=O)N2C(C(=O)N(C)Cc3ccccc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12;7.0;422.11477204399995;7;0;0.07390000000000074;yes
811;CHEMBL312327;nM;100.0;COC(=O)c1ccc(COC(=O)C2=C(COC(C)=O)CS(=O)(=O)[C@@H]3[C@@H](OC)C(=O)N23)cc1;7.0;467.08861687199993;10;0;-0.05469999999999864;yes
812;CHEMBL315714;nM;100.0;CCOC(=O)COC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12;7.0;405.07296680799993;10;0;-1.4783999999999973;yes
813;CHEMBL9809;nM;100.0;CCCCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1;7.0;492.3450892559999;6;0;7.89600000000001;yes
814;CHEMBL2409574;nM;100.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CCCCC3)cc12;7.0;433.20015634400005;6;1;4.728720000000004;yes
815;CHEMBL2409438;nM;100.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(F)cc12;7.0;326.10667056000005;5;0;3.349020000000002;yes
816;CHEMBL3931166;nM;101.0;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(Br)c2)C2=C1C(=O)CC2;6.995678626217357;485.99973806;6;1;3.0071800000000017;yes
817;CHEMBL3930098;nM;103.0;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(Cl)c2)C2=C1C(=O)CC2;6.987162775294827;442.05025364000005;6;1;2.898080000000001;yes
818;CHEMBL3960795;nM;106.0;CS(=O)(=O)c1cc(C#N)ccc1[C@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC1COC1;6.9746941347352305;545.123226464;6;0;4.227280000000004;yes
819;CHEMBL3899233;nM;106.3;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)nc1;6.973466735476704;398.099060316;4;1;3.859980000000002;yes
820;CHEMBL3143494;nM;107.0;CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](C(C)=O)C2S(=O)(=O)C1;6.97061622231479;387.0987876319999;8;0;-0.052799999999998626;yes
821;CHEMBL145953;nM;107.0;CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](C)[C@@H]2S(=O)(=O)C1;6.97061622231479;359.103873012;7;0;0.3780999999999999;yes
822;CHEMBL3917611;nM;109.5;N#Cc1ccc(C2NC(=O)N(c3ccnc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1;6.960585880823863;398.099060316;4;1;3.859980000000002;yes
823;CHEMBL9895;nM;110.0;CCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1;6.9586073148417755;464.3137891279999;6;0;7.115800000000007;yes
824;CHEMBL2409442;nM;110.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(OC(F)(F)F)cc12;6.9586073148417755;392.09839162000003;6;0;4.108520000000003;yes
825;CHEMBL3697033;nM;110.0;CC/C(=N\O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1;6.9586073148417755;404.14059286799994;6;2;4.027200000000003;yes
826;CHEMBL3093815;nM;110.0;CC(C)(C)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O;6.9586073148417755;375.059900024;7;0;4.493300000000003;yes
827;CHEMBL564263;nM;110.0;COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1;6.9586073148417755;475.2583399160001;8;0;3.3522000000000016;yes
828;CHEMBL10695;nM;110.0;CO[C@H]1C(=O)N2C(C(=O)O)=C(CF)CS(=O)(=O)C12;6.9586073148417755;279.02128626;5;1;-1.0936999999999995;yes
829;CHEMBL158216;nM;110.0;CC(C)C(NC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;6.9586073148417755;748.194532832;7;3;4.438800000000003;yes
830;CHEMBL3398143;nM;110.0;CC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1;6.9586073148417755;375.114043772;5;1;3.6415000000000024;yes
831;CHEMBL559936;nM;110.0;Cc1cccc2nc(-c3cccnc3N(C)CCN(C)C)oc(=O)c12;6.9586073148417755;338.17427594399993;6;0;2.5562200000000006;yes
832;CHEMBL10541;nM;120.0;CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1;6.920818753952375;382.178023932;5;0;4.820600000000004;yes
833;CHEMBL549582;nM;120.0;COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1;6.920818753952375;392.1848406280001;7;0;2.8878000000000013;yes
834;CHEMBL3398147;nM;120.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C=O)cc1;6.920818753952375;361.098393708;5;1;3.251400000000001;yes
835;CHEMBL558365;nM;120.0;CCC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CN(C(=O)CCN3CCCCC3)C[C@H]12.Cl;6.920818753952375;421.180205184;5;0;1.329299999999999;yes
837;CHEMBL3965478;nM;123.7;CN(C)C(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;6.907630300370879;468.140925128;4;0;4.858980000000004;yes
838;CHEMBL9865;nM;130.0;CCCCCC/C=C/CCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1;6.886056647693162;462.2981390639999;6;0;6.891800000000007;yes
839;CHEMBL3398164;nM;130.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCCO)cc1;6.886056647693162;420.135507488;6;3;2.1609999999999996;yes
840;CHEMBL268957;nM;130.0;CC(C)(C)C(=O)Oc1ccc(/N=N/c2ccc(OC(=O)C(C)(C)C)cc2)cc1;6.886056647693162;382.189257312;6;0;6.005000000000005;yes
841;CHEMBL85418;nM;130.0;CO[C@H]1C(=O)N2C(C(=O)OC(C)(C)C)=C(COC(=O)N[C@@H](Cc3ccccc3)C(=O)O)CS(=O)(=O)C12;6.886056647693162;524.1464660959999;9;2;0.616000000000001;yes
842;CHEMBL152211;nM;130.0;CC(C)[C@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(=O)c1nc2c(OC(=O)C(C)(C)C)cccc2o1;6.886056647693162;526.1951305399999;9;2;3.6452000000000027;yes
844;CHEMBL3697034;nM;130.0;CCC/C(=N\O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1;6.886056647693162;418.15624293199994;6;2;4.417300000000004;yes
845;CHEMBL1808514;nM;130.0;COC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccccc12;6.886056647693162;294.100442308;5;0;2.819820000000001;yes
846;CHEMBL422356;nM;138.0;CC(C)C(NC(=O)CN(Cc1ccco1)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;6.860120913598763;726.173797388;8;3;4.107100000000003;yes
847;CHEMBL2409440;nM;140.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(OC)cc12;6.853871964321763;338.126657056;6;0;3.2185200000000016;yes
848;CHEMBL563530;nM;140.0;COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCC(C(=O)O)CC3)nc2c1;6.853871964321763;421.163770836;7;1;3.437000000000001;yes
849;CHEMBL556912;nM;140.0;COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1;6.853871964321763;477.2739899800001;8;0;3.598200000000002;yes
850;CHEMBL10034;nM;140.0;CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;6.853871964321763;316.08662208400006;3;0;4.5225000000000035;yes
851;CHEMBL2409569;nM;140.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(N(C)C)cc12;6.853871964321763;351.1582915320001;6;0;3.275920000000002;yes
852;CHEMBL160256;nM;149.0;CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(=O)C(F)(F)F;6.826813731587727;806.1596673160001;7;3;4.590400000000004;yes
853;CHEMBL564058;nM;150.0;COc1cc(C2CCC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1;6.823908740944319;406.2004906920001;7;0;3.2779000000000016;yes
854;CHEMBL2409437;nM;150.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Cl)cc12;6.823908740944319;342.07712002000005;5;0;3.8633200000000034;yes
855;CHEMBL269669;nM;150.0;CC(C)C(=O)Oc1ccc(C(=O)c2ccc(OC(=O)C(C)C)cc2)cc1;6.823908740944319;354.14672380400003;5;0;4.040400000000003;yes
856;CHEMBL73033;nM;150.0;CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](NC(=O)C(F)(F)F)[C@H]2S1(=O)=O;6.823908740944319;434.07594192399995;6;1;0.5207999999999999;yes
857;CHEMBL347652;nM;153.0;CC(C)C(NC(=O)CNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)C(F)(F)F;6.815308569182402;425.21375572;5;3;1.9240999999999986;yes
858;CHEMBL160660;nM;153.0;CC(C)C(NC(=O)CN(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)C(F)(F)F;6.815308569182402;473.21375572;5;2;2.668000000000001;yes
859;CHEMBL160737;nM;156.0;CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1CCCC1)C(=O)C(F)(F)F;6.806875401645538;527.260705912;5;2;3.980800000000003;yes
860;CHEMBL551605;nM;160.0;O=c1oc(-c2cccnc2Oc2ccccc2)nc2cccc(Cl)c12;6.795880017344076;350.04581989200005;5;0;4.695700000000001;yes
861;CHEMBL2409431;nM;160.0;COC(=O)c1nn(C(=O)c2ccsc2)c2ccc(Br)cc12;6.795880017344076;363.951725248;6;0;3.3354000000000017;yes
863;CHEMBL9991;nM;170.0;CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1CCC(=O)O;6.769551078621726;354.1467238039999;4;1;3.886300000000002;yes
864;CHEMBL515494;nM;170.0;N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F;6.769551078621726;443.09267528399994;5;3;2.9563800000000002;yes
865;CHEMBL551405;nM;170.0;Cc1cccc2nc(-c3ccccc3Oc3ccccc3)oc(=O)c12;6.769551078621726;329.10519333999997;4;0;4.955720000000003;yes
866;CHEMBL606670;nM;172.0;CC(C)C(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)C(F)(F)F;6.764471553092451;465.245055848;5;2;2.7988999999999997;yes
867;CHEMBL3911647;nM;173.3;CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1F;6.761201437286083;472.11585325199997;4;1;4.655880000000003;yes
870;CHEMBL3093814;nM;180.0;CC(C)(C)C(=O)Oc1coc(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O;6.7447274948966935;403.0725728839999;8;1;3.7230000000000016;yes
871;CHEMBL1808535;nM;180.0;CCCC(=O)n1nc(C(=O)OCC)c2ccccc21;6.7447274948966935;260.116092372;5;0;2.6533000000000007;yes
872;CHEMBL562750;nM;180.0;CCCc1cc(OC)cc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12;6.7447274948966935;423.1794208999999;7;1;3.512100000000001;yes
873;CHEMBL3938445;nM;181.0;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCCCC1;6.742321425130816;523.183124288;5;0;4.828280000000005;yes
874;CHEMBL3398144;nM;190.0;CCC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1;6.721246399047171;389.129693836;5;1;4.031600000000003;yes
876;CHEMBL432765;nM;200.0;CO[C@H]1C(=O)N2C(C(=O)N(C)CC(=O)OC(C)(C)C)=C(COC(C)=O)CS(=O)(=O)[C@H]12;6.698970004336019;446.1359014119999;9;0;-0.7845999999999971;yes
877;CHEMBL10089;nM;200.0;CC(C)(C)C(=O)Oc1ccc(C(=O)OCc2cc(=O)c(OC(=O)C(C)(C)C)co2)cc1;6.698970004336019;430.16276779199995;8;0;3.8998000000000035;yes
878;CHEMBL75615;nM;200.0;CN(C(=O)C(F)(F)F)[C@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12;6.698970004336019;448.09159198799995;6;0;0.8629999999999998;yes
879;CHEMBL315829;nM;200.0;COC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12;6.698970004336019;333.05183744000004;8;0;-1.4116999999999973;yes
880;CHEMBL314845;nM;200.0;CO[C@H]1C(=O)N2C(C(=O)NCCCC(=O)OC(C)(C)C)=C(COC(C)=O)CS(=O)(=O)[C@H]12;6.698970004336019;460.1515514759999;9;1;-0.34659999999999735;yes
881;CHEMBL85215;nM;200.0;CO[C@H]1C(=O)N2C(C(=O)OCc3ccc(C(C)(C)C)cc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12;6.698970004336019;465.1457378239999;8;0;1.4562;yes
882;CHEMBL86173;nM;200.0;CCOC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12;6.698970004336019;347.067487504;8;0;-1.0215999999999985;yes
883;CHEMBL307200;nM;200.0;CC(=O)O[C@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12;6.698970004336019;381.088222948;7;0;0.4053999999999993;yes
884;CHEMBL3960408;nM;201.0;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cn1;6.696803942579511;398.099060316;4;1;3.859980000000002;yes
885;CHEMBL2373011;nM;210.0;CC(C)[C@H](N)C(=O)N1C2CCC(CC2)[C@@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C;6.6777807052660805;405.22392648;4;2;2.011499999999999;yes
886;CHEMBL2409430;nM;210.0;COC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccc(Br)cc12;6.6777807052660805;388.005868996;6;0;3.2825000000000024;yes
887;CHEMBL2409573;nM;210.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)c3ccccc3)cc12;6.6777807052660805;427.15320615200005;6;1;4.462220000000003;yes
889;CHEMBL561591;nM;210.0;COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1;6.6777807052660805;394.2004906920001;7;0;3.1338000000000017;yes
890;CHEMBL159116;nM;217.0;CC(C)C(NC(=O)CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;6.66354026615147;736.1945328319998;7;3;4.514100000000002;yes
891;CHEMBL2409436;nM;220.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(C)cc12;6.657577319177793;322.131742436;5;0;3.518340000000003;yes
892;CHEMBL516292;nM;220.0;N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F;6.657577319177793;425.1020970959999;5;3;2.817280000000001;yes
894;CHEMBL4113572;nM;224.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1S(=O)(=O)CCO;6.649751981665838;519.1075764;6;1;3.573180000000004;yes
895;CHEMBL346381;nM;230.0;CC(C)[C@H](NC(=O)[C@H]1CCCN1C(=O)COc1ccc(OCC(=O)O)cc1)C(=O)c1nc2c(OC(=O)C(C)(C)C)cccc2o1;6.638272163982407;623.2478943839999;10;2;3.6362000000000023;yes
896;CHEMBL296771;nM;230.0;Cc1ccc(N2C(=O)N(c3ccc(C)cc3)C2=O)cc1;6.638272163982407;266.105527688;2;0;3.870040000000002;yes
